episode, 	score, 	total_loss, 	actor_loss, 	critic_loss, 	entropy
121, 	27.0820, 	-8.6280, 	-12.0988, 	3.4765, 	5.6737
122, 	32.0565, 	-10.0350, 	-14.7621, 	4.7328, 	5.6550
123, 	31.1810, 	-9.2052, 	-13.8789, 	4.6793, 	5.6382
124, 	31.3045, 	-9.0004, 	-14.0777, 	5.0829, 	5.6245
125, 	30.2645, 	-9.6371, 	-14.0045, 	4.3731, 	5.6189
126, 	32.1560, 	-8.8585, 	-14.0094, 	5.1565, 	5.6041
127, 	35.4010, 	-10.0996, 	-15.5647, 	5.4707, 	5.5973
128, 	34.1615, 	-9.7817, 	-15.2090, 	5.4328, 	5.5851
129, 	32.5990, 	-9.6284, 	-14.9109, 	5.2881, 	5.5766
130, 	34.1030, 	-10.0077, 	-15.3593, 	5.3572, 	5.5650
131, 	23.6875, 	-7.5048, 	-10.6972, 	3.1980, 	5.5633
132, 	35.9560, 	-10.1184, 	-16.0227, 	5.9099, 	5.5431
133, 	28.0410, 	-8.9305, 	-13.0747, 	4.1497, 	5.5377
134, 	34.4925, 	-9.9472, 	-15.6394, 	5.6977, 	5.5238
135, 	33.8580, 	-9.0121, 	-14.2819, 	5.2753, 	5.5137
136, 	29.5370, 	-9.2174, 	-13.5717, 	4.3598, 	5.5135
137, 	32.6165, 	-8.1036, 	-13.1162, 	5.0180, 	5.5001
138, 	29.0780, 	-9.0752, 	-13.4086, 	4.3390, 	5.4978
139, 	28.0850, 	-8.4181, 	-12.4351, 	4.0225, 	5.4895
140, 	27.7990, 	-7.7406, 	-11.0898, 	3.3547, 	5.4833
141, 	34.0070, 	-9.0212, 	-14.7513, 	5.7356, 	5.4661
142, 	32.0260, 	-9.1281, 	-13.9341, 	4.8115, 	5.4604
143, 	35.1930, 	-9.1534, 	-14.9573, 	5.8094, 	5.4460
144, 	32.0990, 	-9.3995, 	-14.5039, 	5.1099, 	5.4397
145, 	32.0165, 	-8.4085, 	-13.4881, 	5.0851, 	5.4268
146, 	31.0265, 	-9.8481, 	-14.5905, 	4.7479, 	5.4240
147, 	33.6325, 	-9.0632, 	-14.3444, 	5.2866, 	5.4031
148, 	33.3140, 	-8.6302, 	-14.0452, 	5.4204, 	5.3956
149, 	36.0610, 	-9.6775, 	-15.3373, 	5.6651, 	5.3856
150, 	28.4720, 	-9.1764, 	-13.5429, 	4.3719, 	5.3863
151, 	28.2440, 	-8.0420, 	-12.1275, 	4.0909, 	5.3724
152, 	30.7475, 	-8.9608, 	-13.3658, 	4.4103, 	5.3687
153, 	24.9130, 	-7.3924, 	-10.4043, 	3.0173, 	5.3674
154, 	30.2795, 	-7.9585, 	-12.4345, 	4.4814, 	5.3519
155, 	33.3150, 	-8.2285, 	-13.0616, 	4.8385, 	5.3416
156, 	24.5940, 	-7.5584, 	-10.7740, 	3.2209, 	5.3410
157, 	26.3500, 	-7.6418, 	-11.0405, 	3.4040, 	5.3295
158, 	29.6110, 	-7.9198, 	-12.0838, 	4.1692, 	5.3196
159, 	27.2805, 	-7.9481, 	-11.3685, 	3.4257, 	5.3185
160, 	27.7940, 	-8.1333, 	-12.1447, 	4.0167, 	5.3029
161, 	32.4550, 	-7.6923, 	-12.6971, 	5.0101, 	5.2852
162, 	28.7640, 	-8.0504, 	-12.2828, 	4.2377, 	5.2858
163, 	29.2140, 	-8.5304, 	-12.6745, 	4.1494, 	5.2749
164, 	34.2770, 	-8.3458, 	-13.9723, 	5.6318, 	5.2544
165, 	33.3775, 	-8.6439, 	-14.2501, 	5.6115, 	5.2527
166, 	27.3990, 	-7.8018, 	-11.6596, 	3.8630, 	5.2521
167, 	31.7300, 	-9.5050, 	-14.0358, 	4.5360, 	5.2468
168, 	26.7170, 	-7.7987, 	-11.4702, 	3.6767, 	5.2311
169, 	33.5800, 	-8.1854, 	-13.3925, 	5.2123, 	5.2185
170, 	15.7385, 	-5.5359, 	-6.9963, 	1.4656, 	5.2328
171, 	21.4175, 	-6.8575, 	-9.6264, 	2.7742, 	5.2213
172, 	25.7365, 	-6.9188, 	-10.2061, 	3.2925, 	5.2062
173, 	24.3020, 	-6.9795, 	-10.1762, 	3.2019, 	5.1995
174, 	32.2690, 	-8.5870, 	-13.5664, 	4.9847, 	5.1842
175, 	25.0855, 	-7.2173, 	-10.8999, 	3.6878, 	5.1773
176, 	31.5465, 	-7.7845, 	-12.3750, 	4.5957, 	5.1645
177, 	19.8205, 	-7.3752, 	-10.8337, 	3.4637, 	5.1719
178, 	26.6080, 	-7.3363, 	-10.7062, 	3.3751, 	5.1602
179, 	33.3405, 	-8.5422, 	-13.5409, 	5.0039, 	5.1455
180, 	29.3995, 	-7.3769, 	-11.3538, 	3.9820, 	5.1386
181, 	34.0870, 	-8.6814, 	-14.1945, 	5.5182, 	5.1258
182, 	25.7920, 	-7.3287, 	-10.4891, 	3.1655, 	5.1248
183, 	33.2680, 	-7.0793, 	-13.0159, 	5.9417, 	5.1174
184, 	34.3920, 	-8.8072, 	-14.4878, 	5.6857, 	5.1178
185, 	29.2975, 	-7.9741, 	-12.1845, 	4.2155, 	5.1117
186, 	30.2365, 	-9.8179, 	-14.0861, 	4.2732, 	5.1002
187, 	30.9255, 	-7.2790, 	-11.6421, 	4.3682, 	5.0750
188, 	30.9955, 	-7.9459, 	-12.7213, 	4.7805, 	5.0700
189, 	28.2735, 	-5.9710, 	-9.6786, 	3.7127, 	5.0681
190, 	29.7445, 	-7.0269, 	-11.0202, 	3.9983, 	5.0684
191, 	29.4470, 	-7.1321, 	-11.1379, 	4.0109, 	5.0614
192, 	17.9470, 	-5.5547, 	-7.3699, 	1.8202, 	5.0671
193, 	20.9910, 	-5.6480, 	-7.6376, 	1.9947, 	5.0605
194, 	25.5965, 	-5.9679, 	-8.8028, 	2.8400, 	5.0494
195, 	24.4265, 	-7.3049, 	-10.1700, 	2.8701, 	5.0467
196, 	29.5460, 	-7.0188, 	-10.7999, 	3.7862, 	5.0291
197, 	25.1880, 	-6.7544, 	-9.7633, 	3.0139, 	5.0300
198, 	26.9365, 	-6.4105, 	-10.1690, 	3.7635, 	5.0148
199, 	32.3855, 	-6.9607, 	-12.4750, 	5.5192, 	5.0029
200, 	33.8710, 	-8.3315, 	-13.9874, 	5.6609, 	4.9999
201, 	28.9165, 	-6.9257, 	-11.2329, 	4.3122, 	4.9962
202, 	32.4370, 	-6.8291, 	-11.7890, 	4.9649, 	4.9854
203, 	35.7155, 	-7.3402, 	-13.0489, 	5.7136, 	4.9783
204, 	30.9830, 	-7.5079, 	-12.4714, 	4.9684, 	4.9762
205, 	33.4930, 	-7.3681, 	-12.8029, 	5.4398, 	4.9657
206, 	34.1430, 	-6.8993, 	-12.3233, 	5.4289, 	4.9607
207, 	36.2825, 	-8.4972, 	-14.2075, 	5.7152, 	4.9565
208, 	34.3505, 	-7.2936, 	-12.5417, 	5.2530, 	4.9504
209, 	33.3675, 	-7.5674, 	-12.8371, 	5.2746, 	4.9483
210, 	33.5565, 	-6.6214, 	-11.8023, 	5.1858, 	4.9440
211, 	29.4435, 	-7.4226, 	-11.5606, 	4.1430, 	4.9472
212, 	27.5165, 	-6.8323, 	-10.5454, 	3.7181, 	4.9427
213, 	33.4365, 	-7.4457, 	-12.5102, 	5.0694, 	4.9316
