episode, 	score, 	total_loss, 	actor_loss, 	critic_loss, 	entropy
66, 	26.2795, 	-3.1116, 	-13.2074, 	3.3674, 	6.3312
67, 	28.9045, 	-1.8997, 	-14.8846, 	4.3304, 	6.3148
68, 	24.1675, 	-3.6290, 	-13.1888, 	3.1887, 	6.3045
69, 	27.2320, 	-2.9618, 	-14.1645, 	3.7363, 	6.2818
70, 	27.4805, 	-3.5924, 	-14.3257, 	3.5799, 	6.2662
71, 	29.0660, 	-2.2171, 	-14.1236, 	3.9709, 	6.2435
72, 	29.7695, 	-2.0974, 	-15.8498, 	4.5862, 	6.2261
73, 	30.7825, 	-1.0356, 	-14.5163, 	4.4957, 	6.2071
74, 	29.1100, 	-1.1440, 	-16.6851, 	5.1824, 	6.2023
75, 	26.3170, 	-2.3450, 	-13.4233, 	3.6948, 	6.1938
76, 	26.2855, 	-2.0514, 	-12.9526, 	3.6358, 	6.1805
77, 	29.9435, 	-2.4185, 	-15.4440, 	4.3439, 	6.1647
78, 	28.5395, 	-1.1332, 	-13.5097, 	4.1275, 	6.1473
79, 	28.2610, 	-2.1808, 	-13.3468, 	3.7240, 	6.1365
80, 	30.6390, 	-0.8654, 	-14.7676, 	4.6361, 	6.1192
81, 	28.0780, 	-2.8228, 	-14.5320, 	3.9051, 	6.1082
82, 	30.0885, 	-2.3143, 	-15.2069, 	4.2996, 	6.0895
83, 	32.5425, 	-0.8637, 	-15.3095, 	4.8173, 	6.0702
84, 	32.0880, 	-0.7202, 	-15.0381, 	4.7747, 	6.0576
85, 	30.8130, 	-1.8563, 	-14.9990, 	4.3829, 	6.0474
86, 	29.1305, 	-1.9750, 	-13.8401, 	3.9570, 	6.0378
87, 	29.3115, 	-2.0623, 	-14.0219, 	3.9885, 	6.0235
88, 	28.2980, 	-2.0068, 	-14.6449, 	4.2147, 	6.0049
89, 	31.3610, 	-0.2486, 	-16.0911, 	5.2828, 	5.9910
90, 	31.9445, 	-0.7062, 	-15.0440, 	4.7813, 	5.9790
91, 	24.9260, 	-2.6438, 	-13.2746, 	3.5456, 	5.9734
92, 	31.7290, 	-1.0825, 	-15.1380, 	4.6872, 	5.9499
93, 	31.4400, 	-1.1816, 	-14.8653, 	4.5632, 	5.9360
94, 	34.0400, 	0.6672, 	-16.5251, 	5.7327, 	5.9149
95, 	33.7820, 	-0.2871, 	-16.1655, 	5.2948, 	5.9021
96, 	30.1300, 	-0.5772, 	-14.0593, 	4.4960, 	5.8927
97, 	30.8865, 	-1.0534, 	-13.9260, 	4.2928, 	5.8836
98, 	32.3920, 	0.0399, 	-14.7957, 	4.9472, 	5.8697
99, 	31.7275, 	-0.5278, 	-13.5601, 	4.3461, 	5.8593
100, 	30.9870, 	-0.3052, 	-14.7322, 	4.8110, 	5.8482
101, 	32.7050, 	0.1270, 	-14.0933, 	4.7421, 	5.8364
102, 	31.3540, 	-0.8297, 	-12.3463, 	3.8408, 	5.8285
103, 	32.3080, 	-0.1915, 	-14.3957, 	4.7367, 	5.8201
104, 	30.2295, 	-0.9635, 	-13.8082, 	4.2835, 	5.8112
105, 	28.7480, 	-1.9063, 	-13.6042, 	3.9012, 	5.8039
106, 	33.7350, 	-0.2109, 	-14.5095, 	4.7681, 	5.7848
107, 	32.1395, 	0.1291, 	-14.3405, 	4.8251, 	5.7711
108, 	30.2175, 	0.8361, 	-15.8745, 	5.5721, 	5.7664
109, 	30.9410, 	-0.2142, 	-15.0334, 	4.9417, 	5.7587
110, 	27.8290, 	-1.1995, 	-12.6164, 	3.8075, 	5.7504
111, 	30.7690, 	-0.5128, 	-14.4168, 	4.6366, 	5.7356
112, 	26.8925, 	-1.2945, 	-11.3867, 	3.3660, 	5.7274
113, 	32.1700, 	-0.3833, 	-14.0171, 	4.5465, 	5.7146
114, 	31.5835, 	0.3036, 	-14.1359, 	4.8151, 	5.6996
115, 	32.3665, 	2.2532, 	-16.5689, 	6.2759, 	5.6986
116, 	28.9015, 	-0.6147, 	-12.5722, 	3.9877, 	5.6924
117, 	28.1625, 	-1.8843, 	-14.5726, 	4.2313, 	5.6850
118, 	29.4300, 	-0.8294, 	-13.8847, 	4.3537, 	5.6687
119, 	29.5775, 	-0.8753, 	-13.4718, 	4.2007, 	5.6533
120, 	33.4790, 	0.2734, 	-15.2948, 	5.1913, 	5.6371
121, 	30.4050, 	0.0775, 	-13.4821, 	4.5217, 	5.6249
122, 	32.5930, 	-0.4896, 	-14.9249, 	4.8136, 	5.6135
123, 	34.4760, 	1.5158, 	-14.8467, 	5.4560, 	5.5945
124, 	32.0045, 	0.4114, 	-12.8174, 	4.4115, 	5.5881
125, 	34.7820, 	-0.1626, 	-15.0624, 	4.9685, 	5.5792
126, 	34.4600, 	1.6956, 	-14.7787, 	5.4933, 	5.5635
127, 	36.0465, 	1.1012, 	-15.7092, 	5.6053, 	5.5535
128, 	35.5960, 	2.1513, 	-14.8599, 	5.6723, 	5.5393
129, 	34.5325, 	2.8934, 	-16.0900, 	6.3297, 	5.5392
130, 	34.2170, 	1.6037, 	-14.8091, 	5.4728, 	5.5350
131, 	34.1650, 	1.4756, 	-13.9962, 	5.1591, 	5.5288
132, 	35.0285, 	1.5671, 	-15.2282, 	5.6003, 	5.5197
133, 	30.9150, 	-0.4312, 	-13.4255, 	4.3333, 	5.5141
134, 	35.7060, 	2.2507, 	-14.7798, 	5.6787, 	5.4997
135, 	32.4030, 	1.0659, 	-13.3034, 	4.7916, 	5.4981
136, 	32.1825, 	0.5364, 	-13.3358, 	4.6259, 	5.4918
137, 	33.9330, 	2.6360, 	-12.9663, 	5.2026, 	5.4815
138, 	33.2205, 	1.0395, 	-14.4729, 	5.1726, 	5.4793
139, 	29.6880, 	-0.5244, 	-13.1238, 	4.2016, 	5.4728
140, 	30.6745, 	0.1281, 	-13.3071, 	4.4802, 	5.4608
141, 	33.3425, 	0.8079, 	-14.3020, 	5.0384, 	5.4502
142, 	33.5950, 	1.8621, 	-14.2436, 	5.3704, 	5.4413
143, 	32.7995, 	1.3161, 	-14.0802, 	5.1339, 	5.4351
144, 	26.2345, 	-1.8071, 	-11.8432, 	3.3472, 	5.4337
145, 	28.8280, 	1.6103, 	-13.9732, 	5.1963, 	5.4195
146, 	31.1085, 	0.6790, 	-13.8389, 	4.8411, 	5.4182
147, 	28.1590, 	-0.6028, 	-13.5176, 	4.3068, 	5.4065
148, 	32.6515, 	1.5251, 	-12.9995, 	4.8433, 	5.3848
149, 	35.0905, 	1.7536, 	-14.1491, 	5.3027, 	5.3773
150, 	33.6760, 	0.7149, 	-15.2347, 	5.3183, 	5.3677
151, 	32.9750, 	0.9902, 	-13.5416, 	4.8457, 	5.3512
152, 	31.3600, 	-0.0949, 	-13.5153, 	4.4753, 	5.3373
153, 	32.6445, 	1.8069, 	-13.0798, 	4.9640, 	5.3227
154, 	29.5440, 	-0.1850, 	-12.6436, 	4.1546, 	5.3204
155, 	33.0730, 	1.6669, 	-13.2894, 	4.9872, 	5.3047
156, 	32.9335, 	1.4430, 	-13.4176, 	4.9553, 	5.2978
157, 	34.7800, 	2.7339, 	-13.6225, 	5.4539, 	5.2879
158, 	34.5230, 	1.8186, 	-14.7458, 	5.5232, 	5.2827
159, 	26.3455, 	-0.8729, 	-11.3720, 	3.5014, 	5.2829
160, 	30.8810, 	0.9471, 	-12.4023, 	4.4516, 	5.2661
161, 	34.1805, 	1.4346, 	-14.0519, 	5.1639, 	5.2547
162, 	30.0665, 	0.7425, 	-12.1268, 	4.2915, 	5.2518
163, 	34.5950, 	1.7325, 	-13.9318, 	5.2232, 	5.2418
164, 	25.8065, 	0.2999, 	-11.4618, 	3.9223, 	5.2424
165, 	37.0595, 	3.2569, 	-14.7918, 	6.0180, 	5.2251
166, 	31.9815, 	1.3994, 	-13.0280, 	4.8109, 	5.2234
167, 	33.1175, 	0.7635, 	-14.9865, 	5.2517, 	5.2190
168, 	28.4425, 	-0.1436, 	-11.1161, 	3.6592, 	5.2107
169, 	33.5330, 	2.7930, 	-14.0794, 	5.6259, 	5.1983
170, 	34.6620, 	2.8797, 	-13.3973, 	5.4274, 	5.1934
171, 	33.8660, 	2.1279, 	-13.4881, 	5.2071, 	5.1900
172, 	27.3125, 	0.9803, 	-11.1712, 	4.0523, 	5.1875
173, 	35.5180, 	3.3962, 	-13.6136, 	5.6717, 	5.1749
174, 	37.4670, 	2.7150, 	-15.9059, 	6.2087, 	5.1729
175, 	34.7330, 	2.1822, 	-14.0913, 	5.4262, 	5.1607
176, 	32.3295, 	2.2681, 	-13.2011, 	5.1581, 	5.1518
177, 	35.6110, 	3.1853, 	-13.9177, 	5.7027, 	5.1412
178, 	31.4920, 	1.7226, 	-13.2509, 	4.9929, 	5.1402
179, 	33.9120, 	1.8351, 	-13.2604, 	5.0335, 	5.1303
180, 	34.6100, 	3.2352, 	-12.6921, 	5.3108, 	5.1189
181, 	36.4855, 	3.3105, 	-14.0316, 	5.7824, 	5.1175
182, 	35.2220, 	2.4106, 	-13.4845, 	5.3001, 	5.1115
183, 	36.0600, 	4.4275, 	-12.7272, 	5.7200, 	5.1027
184, 	36.8575, 	3.3853, 	-14.7830, 	6.0578, 	5.1033
185, 	32.6580, 	1.5887, 	-12.6401, 	4.7446, 	5.0977
186, 	36.1315, 	1.0733, 	-15.6866, 	5.5883, 	5.0882
187, 	32.2400, 	2.4136, 	-12.2483, 	4.8890, 	5.0764
188, 	31.9010, 	1.3594, 	-12.6143, 	4.6596, 	5.0725
189, 	36.4580, 	4.8721, 	-12.9585, 	5.9452, 	5.0629
190, 	33.4875, 	2.8891, 	-12.8555, 	5.2499, 	5.0689
191, 	33.8795, 	2.4520, 	-12.4112, 	4.9561, 	5.0637
192, 	32.1305, 	2.4334, 	-12.9571, 	5.1319, 	5.0644
193, 	37.0795, 	4.1156, 	-13.5288, 	5.8831, 	5.0548
194, 	34.3395, 	3.4300, 	-12.7206, 	5.3852, 	5.0551
195, 	35.8460, 	2.4335, 	-14.8055, 	5.7480, 	5.0523
196, 	32.5890, 	2.3106, 	-12.9236, 	5.0798, 	5.0459
197, 	25.6970, 	0.5621, 	-10.6688, 	3.7453, 	5.0483
198, 	34.9210, 	3.8327, 	-13.7141, 	5.8506, 	5.0387
199, 	27.7750, 	1.5057, 	-10.2632, 	3.9247, 	5.0431
200, 	35.6795, 	2.0330, 	-14.1087, 	5.3823, 	5.0373
